Loyalty#,cluster_behavior_kmeans,cluster_value_kmeans,kmeans_behavior_level,kmeans_value_level,kmeans_final_segment
465530,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465540,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465570,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465603,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465692,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465729,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465741,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465746,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465842,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465864,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
465891,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
465927,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
465931,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465950,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
465962,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
465980,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
465990,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
466147,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466384,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466477,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466645,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466754,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466781,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466795,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
466813,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
466862,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
466865,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
466953,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
466998,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467013,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467046,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467139,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
467143,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467151,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467175,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467182,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467222,0,1,High,High,"Champions (High value, High engagement)"
467249,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467359,0,1,High,High,"Champions (High value, High engagement)"
467361,0,1,High,High,"Champions (High value, High engagement)"
467382,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467401,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467455,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467510,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467580,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467607,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467631,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467685,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
467848,0,1,High,High,"Champions (High value, High engagement)"
467894,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
467926,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
467945,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468067,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468138,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468192,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468220,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468310,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468380,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
468516,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468520,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
468522,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
468534,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
468542,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
468945,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
468970,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469075,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469230,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469238,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
469404,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469532,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
469545,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
469616,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
469660,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469684,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469702,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
469718,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469767,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
469781,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
469977,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470022,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470076,0,1,High,High,"Champions (High value, High engagement)"
470123,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470245,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470272,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470323,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470334,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470373,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470381,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470450,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
470469,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470480,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470591,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470671,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470738,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470739,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
470802,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
470952,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
470989,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
470998,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
471000,0,1,High,High,"Champions (High value, High engagement)"
471015,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471018,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
471098,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471170,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471188,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471204,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471440,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471460,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
471466,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
471523,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471583,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471662,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471706,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471858,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
471944,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
472009,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472225,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472283,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472314,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472325,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472356,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472373,0,1,High,High,"Champions (High value, High engagement)"
472376,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
472405,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472445,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472488,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472521,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472532,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472540,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472589,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472674,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472692,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472695,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472702,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472719,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472726,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472787,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472807,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
472824,0,1,High,High,"Champions (High value, High engagement)"
472879,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472921,1,0,Low,Medium,"Need Attention (Medium value, Low engagement)"
472933,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472942,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
472964,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473093,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473144,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473194,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473204,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473259,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
473409,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473410,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473548,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473563,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473564,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
473622,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473636,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473648,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
473674,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
473758,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473772,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473775,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
473786,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474027,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474047,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474172,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474174,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474272,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474305,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474333,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474342,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474383,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474458,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474752,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474757,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474779,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
474846,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474894,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474905,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474921,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
474945,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475009,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
475034,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475123,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475132,0,1,High,High,"Champions (High value, High engagement)"
475172,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475175,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475233,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475249,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475313,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475395,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475500,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475532,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475535,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475550,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475634,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475690,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475700,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475713,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475930,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475950,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
475974,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
475991,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476068,0,1,High,High,"Champions (High value, High engagement)"
476080,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
476258,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476273,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
476288,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476327,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476371,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
476431,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476477,0,1,High,High,"Champions (High value, High engagement)"
476497,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476539,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476571,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
476648,0,1,High,High,"Champions (High value, High engagement)"
476652,0,1,High,High,"Champions (High value, High engagement)"
476875,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477157,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
477219,0,1,High,High,"Champions (High value, High engagement)"
477295,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477362,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477468,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477517,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477598,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477599,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
477654,0,1,High,High,"Champions (High value, High engagement)"
477676,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477739,0,1,High,High,"Champions (High value, High engagement)"
477787,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
477867,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
477869,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
477993,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478050,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478107,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
478108,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478127,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478142,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478247,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478278,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478284,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
478315,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478373,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478431,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478566,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
478666,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478700,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478770,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478785,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478792,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478890,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478912,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
478986,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479015,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479198,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479278,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479359,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
479445,0,1,High,High,"Champions (High value, High engagement)"
479509,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
479593,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479724,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479766,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479815,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479872,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479950,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
479960,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480021,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
480074,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480158,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480200,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480203,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480239,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480259,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480275,0,1,High,High,"Champions (High value, High engagement)"
480389,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
480435,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
480502,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
480675,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
480732,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480760,0,1,High,High,"Champions (High value, High engagement)"
480846,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480858,0,1,High,High,"Champions (High value, High engagement)"
480864,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480872,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
480909,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480934,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
480957,0,1,High,High,"Champions (High value, High engagement)"
481018,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481028,0,1,High,High,"Champions (High value, High engagement)"
481048,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481076,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481105,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481191,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481262,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481293,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481450,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481457,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481531,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481590,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
481660,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481699,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481851,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
481857,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481860,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481893,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481902,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
481931,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481955,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
481987,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482169,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482218,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482256,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482345,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482351,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482370,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482402,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482424,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482525,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482528,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482551,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482561,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482567,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482673,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482681,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482711,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
482777,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482796,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482882,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482922,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
482938,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
482940,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483125,0,1,High,High,"Champions (High value, High engagement)"
483154,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483198,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483212,1,0,Low,Medium,"Need Attention (Medium value, Low engagement)"
483274,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
483436,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483623,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483627,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483631,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483747,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
483768,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483802,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
483863,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483875,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
483899,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
483969,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
484194,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484225,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
484243,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484317,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484422,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484446,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484495,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484504,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484543,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
484592,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484625,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484718,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484733,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484765,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
484774,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
484811,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484853,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484894,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
484939,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
485040,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485062,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485189,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485196,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485258,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485280,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485281,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485282,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485283,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485300,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485330,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485383,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485397,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485486,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485557,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485674,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485705,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
485742,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485745,0,1,High,High,"Champions (High value, High engagement)"
485787,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485795,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485845,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
485933,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486048,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486075,0,1,High,High,"Champions (High value, High engagement)"
486112,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
486117,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486139,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486143,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486197,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
486200,2,0,Medium,Medium,"Core Customers (Medium value, Medium engagement)"
486226,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486359,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486422,2,1,Medium,High,"Loyal Customers (High value, Medium engagement)"
486600,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
486708,0,1,High,High,"Champions (High value, High engagement)"
486776,0,0,High,Medium,"Potential Loyalists (Medium value, High engagement)"
